feature_hash,occurrences,label_count,labels
14780546301552177491,10,2,BENIGN | DoS Hulk
5911939055859888861,7,2,BENIGN | DoS Hulk
3185156894069835640,2,2,BENIGN | DoS Hulk
15260303283126277402,2,2,BENIGN | DoS Hulk
10839079176188428914,7,2,BENIGN | DoS Hulk
18248879996032425127,3,2,BENIGN | DoS Hulk
7823097308702990553,19,2,BENIGN | DoS Hulk
2147903190740435927,7,2,BENIGN | DoS Hulk
7084239512735703921,6,2,BENIGN | DoS Hulk
8709866119658761745,7,2,BENIGN | DoS Hulk
17240805867674735187,3,2,BENIGN | DoS Hulk
798746056953803429,6,2,BENIGN | DoS Hulk
13026092634670119007,4,2,BENIGN | DoS Hulk
15584312603043729771,6,2,BENIGN | DoS Hulk
9911790608800765941,14,2,BENIGN | DoS Hulk
8844874921561202451,20,2,BENIGN | DoS Hulk
3437549564227063405,5,2,BENIGN | DoS Hulk
16331578689377565759,5,2,BENIGN | DoS Hulk
11557951919960783205,48,2,BENIGN | DoS Hulk
12791873864694749571,2,2,BENIGN | DoS Hulk
3473654680677195853,3,2,BENIGN | DoS Hulk
17144670910538392031,5,2,BENIGN | DoS Hulk
902371389306458373,2,2,BENIGN | DoS Hulk
7694950134918553151,3,2,BENIGN | DoS Hulk
3071226717282797511,2,2,BENIGN | DoS Hulk
2648598012171482701,3,2,BENIGN | DoS Hulk
15765836097377448125,4,2,BENIGN | DoS Hulk
4574347112795410998,2,2,BENIGN | DoS Hulk
13550895111008300272,6,2,BENIGN | DoS Hulk
17350294447907105423,2,2,BENIGN | DoS Hulk
5172730836965916115,3,2,BENIGN | DoS Hulk
5522707036101724640,32,2,BENIGN | DoS Hulk
12022209073053606373,3,2,BENIGN | DoS Hulk
9930577690277149079,3,2,BENIGN | DoS Hulk
4309822960790346540,9,2,BENIGN | DoS Hulk
16006771427779457753,10,2,BENIGN | DoS Hulk
17663532846001064175,8,2,BENIGN | DoS Hulk
1850319900800790092,2,2,BENIGN | DoS Hulk
13745284494309844674,3,2,BENIGN | DoS Hulk
11568677049683023315,46,2,BENIGN | DoS Hulk
13029599231441049940,2,2,BENIGN | DoS Hulk
9384947456438523821,4,2,BENIGN | DoS Hulk
13215866375534558705,15,2,BENIGN | DoS Hulk
11790171924325257535,13,2,BENIGN | DoS Hulk
8016126238371002509,54,2,BENIGN | DoS Hulk
4854524946083222873,23,2,BENIGN | DoS Hulk
5556261190280500133,7,2,BENIGN | DoS Hulk
11747852122672159263,9,2,BENIGN | DoS Hulk
13533848173074237411,25,2,BENIGN | DoS Hulk
12948796726447322075,6,2,BENIGN | DoS Hulk
12520439798086810117,18,2,BENIGN | DoS Hulk
7812154754498479563,24,2,BENIGN | DoS Hulk
8535754415550196877,8,2,BENIGN | DoS Hulk
3144997965457904433,12,2,BENIGN | DoS Hulk
16966332878776900207,23,2,BENIGN | DoS Hulk
16135352275527469859,9,2,BENIGN | DoS Hulk
3566029670018468095,47,2,BENIGN | DoS Hulk
12892175988359113389,34,2,BENIGN | DoS Hulk
13434079399873177245,8,2,BENIGN | DoS Hulk
12972468528150075005,11,2,BENIGN | DoS Hulk
16136913159401606665,30,2,BENIGN | DoS Hulk
2530882169115191118,29,2,BENIGN | DoS Hulk
6394189048257247861,21,2,BENIGN | DoS Hulk
13837314209003905402,16,2,BENIGN | DoS Hulk
16007925024960830336,81,2,BENIGN | DoS Hulk
10437217239449385853,16,2,BENIGN | DoS Hulk
4584068089211109402,9,2,BENIGN | DoS Hulk
9025813330109369079,61,2,BENIGN | DoS Hulk
11762083746210125647,36,2,BENIGN | DoS Hulk
4368527496468821709,24,2,BENIGN | DoS Hulk
5706618276573943364,28,2,BENIGN | DoS Hulk
12926834750395675117,21,2,BENIGN | DoS Hulk
13757035771582153390,7,2,BENIGN | DoS Hulk
16302241974524006719,4,2,BENIGN | DoS Hulk
7969278551064441133,4,2,BENIGN | DoS Hulk
6108503209309145731,20,2,BENIGN | DoS Hulk
4831989316168218719,6,2,BENIGN | DoS Hulk
9590258520162041200,14,2,BENIGN | DoS Hulk
2676070763125964895,8,2,BENIGN | DoS Hulk
12819542895958916431,9,2,BENIGN | DoS Hulk
1610286500228706310,10,2,BENIGN | DoS Hulk
15134578716759893939,5,2,BENIGN | DoS Hulk
10554931191024739786,3,2,BENIGN | DoS Hulk
5952179339565836254,4,2,BENIGN | DoS Hulk
328060695582411814,8,2,BENIGN | DoS Hulk
9566238721241975152,12,2,BENIGN | DoS Hulk
1552550319930799463,4,2,BENIGN | DoS Hulk
4147361467433192379,2,2,BENIGN | DoS Hulk
10977607851801455061,5,2,BENIGN | DoS Hulk
13365567158526675685,2,2,BENIGN | DoS Hulk
16131671422578178414,2,2,BENIGN | DoS Hulk
5562504199127804267,4,2,BENIGN | DoS Hulk
161063990953879959,2,2,BENIGN | DoS Hulk
14204135099578576105,2,2,BENIGN | DoS Hulk
15055828869676070734,2,2,BENIGN | DoS Hulk
14855941666216725205,2,2,BENIGN | DoS Hulk
