conflict_group_id,occurrences,label_count,labels,label_counts,source_file_count,source_files
1,5,2,BENIGN | DDoS,BENIGN: 1 | DDoS: 4,2,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
130,5,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 4,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
131,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
132,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
133,7,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 6,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
134,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
135,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
136,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
137,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
138,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
139,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
140,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
141,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
142,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
143,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
144,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
145,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
146,5,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 4,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
147,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
148,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
149,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
150,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
151,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
152,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
153,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
154,5,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 4,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
155,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
156,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
157,5,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 4,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
158,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
159,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
160,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
161,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
162,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
163,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
164,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
165,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
166,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
167,5,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 4,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
168,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
169,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
170,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
171,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
172,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
173,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
174,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
175,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
176,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
177,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
178,5,2,BENIGN | DoS Hulk,BENIGN: 3 | DoS Hulk: 2,3,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv | Wednesday-workingHours.pcap_ISCX.csv
179,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
180,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
181,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
182,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
183,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
184,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
185,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
186,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
187,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
188,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
189,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
190,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
191,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
192,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
193,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
194,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
195,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
196,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
197,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
198,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
199,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
200,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
201,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
202,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
203,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
204,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
205,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
206,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
207,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
208,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
209,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
210,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
211,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
212,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
213,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
214,5,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 4,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
215,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
216,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
217,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
218,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
219,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
220,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
221,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
222,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
223,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
224,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
225,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
226,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
227,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
228,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
229,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
230,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
231,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
232,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
233,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
234,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
235,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
236,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
237,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
238,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
239,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
240,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
241,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
242,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
243,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
244,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
245,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
246,4,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 3,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
247,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
248,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
249,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
250,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
251,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
252,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
253,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
254,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
255,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
256,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
257,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
258,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
